# x_m,y_m,w_tr_right_m,w_tr_left_m
-8.0573,56.2387,1.1959,1.1959
-8.0573,56.3100,1.2128,1.2128
-7.9859,56.3814,1.1766,1.1766
-7.9859,56.4527,1.1959,1.1959
-7.9859,56.5241,1.1959,1.1959
-7.9146,56.5954,1.1766,1.1766
-7.9146,56.6667,1.1959,1.1959
-7.9146,56.7381,1.1809,1.1809
-7.8433,56.8094,1.1766,1.1766
-7.8433,56.8808,1.1959,1.1959
-7.8433,56.9521,1.1766,1.1766
-7.7719,57.0234,1.1766,1.1766
-7.7719,57.0948,1.1809,1.1809
-7.7006,57.1661,1.1525,1.1525
-7.7006,57.2375,1.1766,1.1766
-7.7006,57.3088,1.1766,1.1766
-7.6292,57.3801,1.1503,1.1503
-7.6292,57.4515,1.1613,1.1613
-7.5579,57.5228,1.1075,1.1075
-7.5579,57.5942,1.1280,1.1280
-7.5579,57.6655,1.1525,1.1525
-7.4866,57.7368,1.1075,1.1075
-7.4866,57.8082,1.1280,1.1280
-7.4866,57.8795,1.1503,1.1503
-7.4152,57.9509,1.1075,1.1075
-7.4152,58.0222,1.1280,1.1280
-7.4152,58.0935,1.1280,1.1280
-7.3439,58.1649,1.1075,1.1075
-7.3439,58.2362,1.1280,1.1280
-7.3439,58.3076,1.1166,1.1166
-7.2725,58.3789,1.1075,1.1075
-7.2725,58.4502,1.1280,1.1280
-7.2725,58.5216,1.1075,1.1075
-7.2012,58.5929,1.1075,1.1075
-7.2012,58.6643,1.1166,1.1166
-7.2012,58.7356,1.0866,1.0866
-7.1299,58.8069,1.1075,1.1075
-7.1299,58.8783,1.1075,1.1075
-7.0585,58.9496,1.0866,1.0866
-7.0585,59.0210,1.1075,1.1075
-7.0585,59.0923,1.0866,1.0866
-6.9872,59.1636,1.0866,1.0866
-6.9872,59.2350,1.1075,1.1075
-6.9872,59.3063,1.0866,1.0866
-6.9158,59.3777,1.0796,1.0796
-6.9158,59.4490,1.0866,1.0866
-6.9158,59.5203,1.0605,1.0605
-6.8445,59.5917,1.0605,1.0605
-6.8445,59.6630,1.0866,1.0866
-6.7732,59.7344,1.0387,1.0387
-6.7732,59.8057,1.0605,1.0605
-6.7732,59.8770,1.0605,1.0605
-6.7018,59.9484,1.0387,1.0387
-6.7018,60.0197,1.0605,1.0605
-6.7018,60.0911,1.0533,1.0533
-6.6305,60.1624,1.0387,1.0387
-6.6305,60.2337,1.0605,1.0605
-6.6305,60.3051,1.0387,1.0387
-6.5591,60.3764,1.0387,1.0387
-6.5591,60.4478,1.0533,1.0533
-6.4878,60.5191,1.0214,1.0214
-6.4878,60.5904,1.0387,1.0387
-6.4878,60.6618,1.0387,1.0387
-6.4165,60.7331,1.0214,1.0214
-6.4165,60.8045,1.0387,1.0387
-6.4165,60.8758,1.0214,1.0214
-6.3451,60.9471,1.0214,1.0214
-6.3451,61.0185,1.0387,1.0387
-6.3451,61.0898,1.0214,1.0214
-6.2738,61.1612,1.0214,1.0214
-6.2738,61.2325,1.0214,1.0214
-6.2738,61.3038,0.9937,0.9937
-6.2024,61.3752,1.0214,1.0214
-6.2024,61.4465,1.0214,1.0214
-6.1311,61.5179,0.9937,0.9937
-6.1311,61.5892,1.0214,1.0214
-6.1311,61.6605,0.9937,0.9937
-6.0598,61.7319,0.9937,0.9937
-6.0598,61.8032,1.0214,1.0214
-6.0598,61.8746,0.9911,0.9911
-5.9884,61.9459,0.9937,0.9937
-5.9884,62.0172,0.9937,0.9937
-5.9884,62.0886,0.9703,0.9703
-5.9171,62.1599,0.9937,0.9937
-5.9171,62.2313,0.9911,0.9911
-5.8457,62.3026,0.9703,0.9703
-5.8457,62.3739,0.9937,0.9937
-5.8457,62.4453,0.9703,0.9703
-5.7744,62.5166,0.9703,0.9703
-5.7744,62.5880,0.9911,0.9911
-5.7744,62.6593,0.9571,0.9571
-5.7031,62.7306,0.9703,0.9703
-5.7031,62.8020,0.9703,0.9703
-5.6317,62.8733,0.9518,0.9518
-5.6317,62.9447,0.9703,0.9703
-5.6317,63.0160,0.9703,0.9703
-5.5604,63.0873,0.9518,0.9518
-5.5604,63.1587,0.9703,0.9703
-5.5604,63.2300,0.9571,0.9571
-5.4890,63.3014,0.9518,0.9518
-5.4890,63.3727,0.9703,0.9703
-5.4890,63.4440,0.9518,0.9518
-5.4177,63.5154,0.9518,0.9518
-5.4177,63.5867,0.9571,0.9571
-5.3464,63.6581,0.9274,0.9274
-5.3464,63.7294,0.9518,0.9518
-5.3464,63.8007,0.9518,0.9518
-5.2750,63.8721,0.9274,0.9274
-5.2750,63.9434,0.9518,0.9518
-5.2750,64.0148,0.9274,0.9274
-5.2037,64.0861,0.9274,0.9274
-5.2037,64.1574,0.9518,0.9518
-5.2037,64.2288,0.9274,0.9274
-5.1323,64.3001,0.9274,0.9274
-5.1323,64.3715,0.9274,0.9274
-5.1323,64.4428,0.9024,0.9024
-5.0610,64.5141,0.9274,0.9274
-5.0610,64.5855,0.9274,0.9274
-4.9897,64.6568,0.9024,0.9024
-4.9897,64.7282,0.9274,0.9274
-4.9897,64.7995,0.9024,0.9024
-4.9183,64.8708,0.9024,0.9024
-4.9183,64.9422,0.9274,0.9274
-4.9183,65.0135,0.8939,0.8939
-4.8470,65.0849,0.9024,0.9024
-4.8470,65.1562,0.9024,0.9024
-4.8470,65.2275,0.8824,0.8824
-4.7756,65.2989,0.9024,0.9024
-4.7756,65.3702,0.8939,0.8939
-4.7756,65.4416,0.8620,0.8620
-4.7043,65.5129,0.9024,0.9024
-4.7043,65.5842,0.8824,0.8824
-4.6330,65.6556,0.8824,0.8824
-4.6330,65.7269,0.9024,0.9024
-4.6330,65.7983,0.8824,0.8824
-4.5616,65.8696,0.8824,0.8824
-4.5616,65.9409,0.8939,0.8939
-4.4903,66.0123,0.8620,0.8620
-4.4903,66.0836,0.8824,0.8824
-4.4903,66.1550,0.8824,0.8824
-4.4189,66.2263,0.8620,0.8620
-4.4189,66.2976,0.8824,0.8824
-4.4189,66.3690,0.8620,0.8620
-4.3476,66.4403,0.8620,0.8620
-4.3476,66.5117,0.8824,0.8824
-4.3476,66.5830,0.8620,0.8620
-4.2763,66.6543,0.8620,0.8620
-4.2763,66.7257,0.8620,0.8620
-4.2049,66.7970,0.8350,0.8350
-4.2049,66.8684,0.8620,0.8620
-4.2049,66.9397,0.8620,0.8620
-4.1336,67.0110,0.8350,0.8350
-4.1336,67.0824,0.8620,0.8620
-4.1336,67.1537,0.8350,0.8350
-4.0622,67.2251,0.8350,0.8350
-4.0622,67.2964,0.8620,0.8620
-4.0622,67.3677,0.8350,0.8350
-3.9909,67.4391,0.8350,0.8350
-3.9909,67.5104,0.8620,0.8620
-3.9909,67.5818,0.8320,0.8320
-3.9196,67.6531,0.8350,0.8350
-3.9196,67.7244,0.8350,0.8350
-3.9196,67.7958,0.8134,0.8134
-3.8482,67.8671,0.8350,0.8350
-3.8482,67.9385,0.8320,0.8320
-3.7769,68.0098,0.8134,0.8134
-3.7769,68.0811,0.8350,0.8350
-3.7769,68.1525,0.8134,0.8134
-3.7055,68.2238,0.8134,0.8134
-3.7055,68.2952,0.8320,0.8320
-3.7055,68.3665,0.7976,0.7976
-3.6342,68.4378,0.8134,0.8134
-3.6342,68.5092,0.8134,0.8134
-3.6342,68.5805,0.7976,0.7976
-3.5629,68.6519,0.8134,0.8134
-3.5629,68.7232,0.8134,0.8134
-3.5629,68.7945,0.7976,0.7976
-3.4915,68.8659,0.8134,0.8134
-3.4915,68.9372,0.7976,0.7976
-3.4202,69.0086,0.7976,0.7976
-3.4202,69.0799,0.8134,0.8134
-3.4202,69.1512,0.7976,0.7976
-3.3488,69.2226,0.7976,0.7976
-3.3488,69.2939,0.7976,0.7976
-3.3488,69.3653,0.7684,0.7684
-3.2775,69.4366,0.7976,0.7976
-3.2775,69.5079,0.7976,0.7976
-3.2062,69.5793,0.7684,0.7684
-3.2062,69.6506,0.7976,0.7976
-3.2062,69.7220,0.7976,0.7976
-3.1348,69.7933,0.7684,0.7684
-3.1348,69.8646,0.7976,0.7976
-3.1348,69.9360,0.7684,0.7684
-3.0635,70.0073,0.7684,0.7684
-3.0635,70.0787,0.7976,0.7976
-3.0635,70.1500,0.7684,0.7684
-2.9921,70.2213,0.7684,0.7684
-2.9921,70.2927,0.7684,0.7684
-2.9921,70.3640,0.7448,0.7448
-2.9208,70.4354,0.7684,0.7684
-2.9208,70.5067,0.7684,0.7684
-2.8495,70.5780,0.7448,0.7448
-2.8495,70.6494,0.7684,0.7684
-2.8495,70.7207,0.7684,0.7684
-2.7781,70.7921,0.7448,0.7448
-2.7781,70.8634,0.7684,0.7684
-2.7781,70.9347,0.7448,0.7448
-2.7068,71.0061,0.7448,0.7448
-2.7068,71.0774,0.7684,0.7684
-2.7068,71.1488,0.7345,0.7345
-2.6354,71.2201,0.7448,0.7448
-2.6354,71.2914,0.7448,0.7448
-2.6354,71.3628,0.7275,0.7275
-2.5641,71.4341,0.7448,0.7448
-2.5641,71.5055,0.7448,0.7448
-2.5641,71.5768,0.7275,0.7275
-2.4928,71.6481,0.7448,0.7448
-2.4928,71.7195,0.7345,0.7345
-2.4928,71.7908,0.7026,0.7026
-2.4214,71.8622,0.7448,0.7448
-2.4214,71.9335,0.7275,0.7275
-2.3501,72.0048,0.7275,0.7275
-2.3501,72.0762,0.7448,0.7448
-2.3501,72.1475,0.7275,0.7275
-2.2787,72.2189,0.7275,0.7275
-2.2787,72.2902,0.7345,0.7345
-2.2787,72.3615,0.7026,0.7026
-2.2074,72.4329,0.7275,0.7275
-2.2074,72.5042,0.7275,0.7275
-2.2074,72.5756,0.7026,0.7026
-2.1361,72.6469,0.7345,0.7345
-2.1361,72.7182,0.7026,0.7026
-2.1361,72.7896,0.6768,0.6768
-2.0647,72.8609,0.7275,0.7275
-2.0647,72.9323,0.7026,0.7026
-1.9934,73.0036,0.7275,0.7275
-1.9934,73.0749,0.7275,0.7275
-1.9934,73.1463,0.7026,0.7026
-1.9220,73.2176,0.7275,0.7275
-1.9220,73.2890,0.7026,0.7026
-1.9220,73.3603,0.6768,0.6768
-1.8507,73.4316,0.7275,0.7275
-1.8507,73.5030,0.7026,0.7026
-1.7794,73.5743,0.7026,0.7026
-1.7794,73.6457,0.7275,0.7275
-1.7794,73.7170,0.7026,0.7026
-1.7080,73.7883,0.7026,0.7026
-1.7080,73.8597,0.7026,0.7026
-1.6367,73.9310,0.6768,0.6768
-1.6367,74.0024,0.7026,0.7026
-1.6367,74.0737,0.7026,0.7026
-1.5653,74.1450,0.6768,0.6768
-1.5653,74.2164,0.7026,0.7026
-1.5653,74.2877,0.6768,0.6768
-1.4940,74.3591,0.6768,0.6768
-1.4940,74.4304,0.7026,0.7026
-1.4940,74.5017,0.6768,0.6768
-1.4227,74.5731,0.6768,0.6768
-1.4227,74.6444,0.7026,0.7026
-1.4227,74.7158,0.6730,0.6730
-1.3513,74.7871,0.6768,0.6768
-1.3513,74.8584,0.6768,0.6768
-1.3513,74.9298,0.6577,0.6577
-1.2800,75.0011,0.6768,0.6768
-1.2800,75.0725,0.6768,0.6768
-1.2086,75.1438,0.6577,0.6577
-1.2086,75.2151,0.6768,0.6768
-1.2086,75.2865,0.6730,0.6730
-1.1373,75.3578,0.6577,0.6577
-1.1373,75.4292,0.6768,0.6768
-1.1373,75.5005,0.6577,0.6577
-1.0660,75.5718,0.6577,0.6577
-1.0660,75.6432,0.6768,0.6768
-1.0660,75.7145,0.6577,0.6577
-0.9946,75.7859,0.6577,0.6577
-0.9946,75.8572,0.6730,0.6730
-0.9946,75.9285,0.6381,0.6381
-0.9233,75.9999,0.6577,0.6577
-0.9233,76.0712,0.6577,0.6577
-0.9233,76.1426,0.6381,0.6381
-0.8519,76.2139,0.6577,0.6577
-0.8519,76.2852,0.6577,0.6577
-0.8519,76.3566,0.6381,0.6381
-0.7806,76.4279,0.6577,0.6577
-0.7806,76.4993,0.6381,0.6381
-0.7806,76.5706,0.6095,0.6095
-0.7093,76.6419,0.6577,0.6577
-0.7093,76.7133,0.6381,0.6381
-0.6379,76.7846,0.6381,0.6381
-0.6379,76.8560,0.6577,0.6577
-0.6379,76.9273,0.6381,0.6381
-0.5666,76.9986,0.6381,0.6381
-0.5666,77.0700,0.6381,0.6381
-0.5666,77.1413,0.6095,0.6095
-0.4952,77.2127,0.6381,0.6381
-0.4952,77.2840,0.6381,0.6381
-0.4952,77.3553,0.6095,0.6095
-0.4239,77.4267,0.6381,0.6381
-0.4239,77.4980,0.6381,0.6381
-0.4239,77.5694,0.6095,0.6095
-0.3526,77.6407,0.6381,0.6381
-0.3526,77.7120,0.6381,0.6381
-0.3526,77.7834,0.6095,0.6095
-0.2812,77.8547,0.6381,0.6381
-0.2812,77.9261,0.6095,0.6095
-0.2812,77.9974,0.5883,0.5883
-0.2099,78.0687,0.6381,0.6381
-0.2099,78.1401,0.6095,0.6095
-0.2099,78.2114,0.5883,0.5883
-0.1385,78.2828,0.6381,0.6381
-0.1385,78.3541,0.6095,0.6095
-0.1385,78.4254,0.5883,0.5883
-0.1385,78.4968,0.5752,0.5752
-0.1385,78.5681,0.5707,0.5707
-0.1385,78.6395,0.5707,0.5707
-0.0672,78.7108,0.6421,0.6421
-0.0672,78.7821,0.6460,0.6460
-0.0672,78.8535,0.6577,0.6577
-0.0672,78.9248,0.6460,0.6460
0.0041,78.9962,0.7026,0.7026
0.0041,79.0675,0.6768,0.6768
0.0041,79.1388,0.6577,0.6577
0.0755,79.2102,0.7026,0.7026
0.0755,79.2815,0.7134,0.7134
0.0755,79.3529,0.7026,0.7026
0.0755,79.4242,0.6768,0.6768
0.0755,79.4955,0.6577,0.6577
0.1468,79.5669,0.7134,0.7134
0.1468,79.6382,0.7026,0.7026
0.1468,79.7096,0.6768,0.6768
0.1468,79.7809,0.6577,0.6577
0.2182,79.8522,0.7026,0.7026
0.2182,79.9236,0.7134,0.7134
0.2182,79.9949,0.7026,0.7026
0.2182,80.0663,0.6768,0.6768
0.2182,80.1376,0.6577,0.6577
0.2895,80.2089,0.7134,0.7134
0.2895,80.2803,0.7026,0.7026
0.2895,80.3516,0.6768,0.6768
0.2895,80.4230,0.6577,0.6577
0.3608,80.4943,0.7026,0.7026
0.3608,80.5656,0.7134,0.7134
0.3608,80.6370,0.7134,0.7134
0.3608,80.7083,0.7026,0.7026
0.3608,80.7797,0.6768,0.6768
0.4322,80.8510,0.7026,0.7026
0.4322,80.9223,0.7134,0.7134
0.4322,80.9937,0.7134,0.7134
0.4322,81.0650,0.7026,0.7026
0.4322,81.1364,0.6768,0.6768
0.5035,81.2077,0.7026,0.7026
0.5035,81.2790,0.7134,0.7134
0.5035,81.3504,0.7134,0.7134
0.5035,81.4217,0.7134,0.7134
0.5035,81.4931,0.7026,0.7026
0.5035,81.5644,0.6768,0.6768
0.5749,81.6357,0.7026,0.7026
0.5749,81.7071,0.7134,0.7134
0.5749,81.7784,0.7134,0.7134
0.5749,81.8498,0.7134,0.7134
0.5749,81.9211,0.7134,0.7134
0.5749,81.9924,0.7026,0.7026
0.5749,82.0638,0.6768,0.6768
0.5749,82.1351,0.6577,0.6577
0.5749,82.2065,0.6460,0.6460
0.5749,82.2778,0.6421,0.6421
0.6462,82.3491,0.7134,0.7134
0.6462,82.4205,0.7134,0.7134
0.6462,82.4918,0.7134,0.7134
0.6462,82.5632,0.7134,0.7134
0.6462,82.6345,0.7134,0.7134
0.6462,82.7058,0.7026,0.7026
0.6462,82.7772,0.6768,0.6768
0.6462,82.8485,0.6577,0.6577
0.6462,82.9199,0.6460,0.6460
0.6462,82.9912,0.6421,0.6421
0.6462,83.0625,0.6421,0.6421
0.6462,83.1339,0.6421,0.6421
0.7175,83.2052,0.7134,0.7134
0.7175,83.2766,0.7134,0.7134
0.7175,83.3479,0.7134,0.7134
0.7175,83.4192,0.7134,0.7134
0.7175,83.4906,0.7134,0.7134
0.7175,83.5619,0.7134,0.7134
0.7175,83.6333,0.7134,0.7134
0.7175,83.7046,0.7026,0.7026
0.7175,83.7759,0.6768,0.6768
0.7175,83.8473,0.6577,0.6577
0.7175,83.9186,0.6460,0.6460
0.7889,83.9900,0.7134,0.7134
0.7889,84.0613,0.7134,0.7134
0.7889,84.1326,0.7134,0.7134
0.7889,84.2040,0.7134,0.7134
0.7889,84.2753,0.7134,0.7134
0.7889,84.3467,0.7134,0.7134
0.7889,84.4180,0.7134,0.7134
0.7889,84.4893,0.7134,0.7134
0.7889,84.5607,0.7134,0.7134
0.7889,84.6320,0.7134,0.7134
0.7889,84.7034,0.7134,0.7134
0.7889,84.7747,0.7134,0.7134
0.7889,84.8460,0.7134,0.7134
0.7889,84.9174,0.7134,0.7134
0.7889,84.9887,0.7134,0.7134
0.7889,85.0601,0.7134,0.7134
0.7889,85.1314,0.7134,0.7134
0.7889,85.2027,0.7134,0.7134
0.7889,85.2741,0.7134,0.7134
0.7889,85.3454,0.7134,0.7134
0.7889,85.4168,0.7134,0.7134
0.7889,85.4881,0.7134,0.7134
0.7889,85.5594,0.7134,0.7134
0.7889,85.6308,0.7134,0.7134
0.7889,85.7021,0.7134,0.7134
0.7889,85.7735,0.7134,0.7134
0.7889,85.8448,0.7134,0.7134
0.7889,85.9161,0.7134,0.7134
0.7889,85.9875,0.7134,0.7134
0.7889,86.0588,0.7134,0.7134
0.7889,86.1302,0.7134,0.7134
0.7889,86.2015,0.7134,0.7134
0.7889,86.2728,0.7134,0.7134
0.7889,86.3442,0.7134,0.7134
0.7889,86.4155,0.7134,0.7134
0.7889,86.4869,0.7134,0.7134
0.7175,86.5582,0.6577,0.6577
0.7175,86.6295,0.6768,0.6768
0.7175,86.7009,0.7026,0.7026
0.7175,86.7722,0.7134,0.7134
0.7175,86.8436,0.7134,0.7134
0.7175,86.9149,0.7134,0.7134
0.7175,86.9862,0.7134,0.7134
0.7175,87.0576,0.7134,0.7134
0.7175,87.1289,0.7134,0.7134
0.7175,87.2003,0.7134,0.7134
0.7175,87.2716,0.7134,0.7134
0.7175,87.3429,0.7134,0.7134
0.7175,87.4143,0.7134,0.7134
0.7175,87.4856,0.7134,0.7134
0.7175,87.5570,0.7134,0.7134
0.6462,87.6283,0.6421,0.6421
0.6462,87.6996,0.6421,0.6421
0.6462,87.7710,0.6460,0.6460
0.6462,87.8423,0.6577,0.6577
0.6462,87.9137,0.6768,0.6768
0.6462,87.9850,0.7026,0.7026
0.6462,88.0563,0.7134,0.7134
0.6462,88.1277,0.7134,0.7134
0.6462,88.1990,0.7134,0.7134
0.6462,88.2704,0.7134,0.7134
0.6462,88.3417,0.7134,0.7134
0.6462,88.4130,0.7134,0.7134
0.5749,88.4844,0.6421,0.6421
0.5749,88.5557,0.6421,0.6421
0.5749,88.6271,0.6460,0.6460
0.5749,88.6984,0.6577,0.6577
0.5749,88.7697,0.6768,0.6768
0.5749,88.8411,0.7026,0.7026
0.5749,88.9124,0.7134,0.7134
0.5749,88.9838,0.7134,0.7134
0.5749,89.0551,0.7134,0.7134
0.5749,89.1264,0.7134,0.7134
0.5749,89.1978,0.7134,0.7134
0.5035,89.2691,0.6421,0.6421
0.5035,89.3405,0.6421,0.6421
0.5035,89.4118,0.6460,0.6460
0.5035,89.4831,0.6577,0.6577
0.5035,89.5545,0.6768,0.6768
0.5035,89.6258,0.7026,0.7026
0.5035,89.6972,0.7134,0.7134
0.5035,89.7685,0.7134,0.7134
0.5035,89.8398,0.7134,0.7134
0.5035,89.9112,0.7134,0.7134
0.5035,89.9825,0.7134,0.7134
0.4322,90.0539,0.6421,0.6421
0.4322,90.1252,0.6460,0.6460
0.4322,90.1965,0.6577,0.6577
0.4322,90.2679,0.6768,0.6768
0.4322,90.3392,0.7026,0.7026
0.4322,90.4106,0.7134,0.7134
0.4322,90.4819,0.7134,0.7134
0.4322,90.5532,0.7134,0.7134
0.4322,90.6246,0.7134,0.7134
0.4322,90.6959,0.7134,0.7134
0.3608,90.7673,0.6460,0.6460
0.3608,90.8386,0.6577,0.6577
0.3608,90.9099,0.6768,0.6768
0.3608,90.9813,0.7026,0.7026
0.3608,91.0526,0.7134,0.7134
0.3608,91.1240,0.7134,0.7134
0.3608,91.1953,0.7134,0.7134
0.3608,91.2666,0.7134,0.7134
0.3608,91.3380,0.7134,0.7134
0.2895,91.4093,0.6460,0.6460
0.2895,91.4807,0.6577,0.6577
0.2895,91.5520,0.6768,0.6768
0.2895,91.6233,0.7026,0.7026
0.2895,91.6947,0.7134,0.7134
0.2895,91.7660,0.7134,0.7134
0.2895,91.8374,0.7134,0.7134
0.2895,91.9087,0.7134,0.7134
0.2895,91.9800,0.7134,0.7134
0.2182,92.0514,0.6460,0.6460
0.2182,92.1227,0.6577,0.6577
0.2182,92.1941,0.6768,0.6768
0.2182,92.2654,0.7026,0.7026
0.2182,92.3367,0.7134,0.7134
0.2182,92.4081,0.7134,0.7134
0.2182,92.4794,0.7134,0.7134
0.2182,92.5508,0.7134,0.7134
0.2182,92.6221,0.7134,0.7134
0.1468,92.6934,0.6421,0.6421
0.1468,92.7648,0.6460,0.6460
0.1468,92.8361,0.6577,0.6577
0.1468,92.9075,0.6768,0.6768
0.1468,92.9788,0.7026,0.7026
0.1468,93.0501,0.7134,0.7134
0.1468,93.1215,0.7134,0.7134
0.1468,93.1928,0.7134,0.7134
0.1468,93.2642,0.7134,0.7134
0.1468,93.3355,0.7134,0.7134
0.0755,93.4068,0.6460,0.6460
0.0755,93.4782,0.6577,0.6577
0.0755,93.5495,0.6768,0.6768
0.0755,93.6209,0.7026,0.7026
0.0755,93.6922,0.7134,0.7134
0.0755,93.7635,0.7134,0.7134
0.0755,93.8349,0.7134,0.7134
0.0755,93.9062,0.7134,0.7134
0.0755,93.9776,0.7134,0.7134
0.0041,94.0489,0.6768,0.6768
0.0041,94.1202,0.7026,0.7026
0.0041,94.1916,0.7134,0.7134
0.0041,94.2629,0.7134,0.7134
0.0041,94.3343,0.7134,0.7134
0.0041,94.4056,0.7134,0.7134
0.0041,94.4769,0.7134,0.7134
0.0041,94.5483,0.7134,0.7134
0.0041,94.6196,0.7134,0.7134
0.0041,94.6910,0.7134,0.7134
0.0755,94.7623,0.6460,0.6460
0.0755,94.8336,0.6577,0.6577
0.0755,94.9050,0.6768,0.6768
0.0755,94.9763,0.7026,0.7026
0.0755,95.0477,0.7170,0.7170
0.0755,95.1190,0.7026,0.7026
0.1468,95.1903,0.6768,0.6768
0.1468,95.2617,0.7026,0.7026
0.2182,95.3330,0.6730,0.6730
0.2182,95.4044,0.7026,0.7026
0.2182,95.4757,0.7026,0.7026
0.2895,95.5470,0.7026,0.7026
0.2895,95.6184,0.7026,0.7026
0.3608,95.6897,0.7062,0.7062
0.4322,95.7611,0.7062,0.7062
0.5035,95.8324,0.7062,0.7062
0.5749,95.9037,0.7062,0.7062
0.6462,95.9751,0.7026,0.7026
0.7175,95.9751,0.6730,0.6730
0.7889,96.0464,0.7026,0.7026
0.8602,96.0464,0.6730,0.6730
0.9316,96.1178,0.7026,0.7026
1.0029,96.1891,0.7026,0.7026
1.0742,96.1891,0.7026,0.7026
1.1456,96.1891,0.6730,0.6730
1.2169,96.2604,0.7026,0.7026
1.2883,96.2604,0.6768,0.6768
1.3596,96.3318,0.7026,0.7026
1.4309,96.3318,0.7026,0.7026
1.5023,96.3318,0.6730,0.6730
1.5736,96.4031,0.7026,0.7026
1.6450,96.4031,0.6768,0.6768
1.7163,96.4745,0.6768,0.6768
1.7876,96.4745,0.7026,0.7026
1.8590,96.4745,0.6768,0.6768
1.9303,96.5458,0.7026,0.7026
2.0017,96.5458,0.7026,0.7026
2.0730,96.5458,0.6768,0.6768
2.1443,96.6171,0.7026,0.7026
2.2157,96.6171,0.7026,0.7026
2.2870,96.6885,0.6768,0.6768
2.3584,96.6885,0.7026,0.7026
2.4297,96.6885,0.7026,0.7026
2.5010,96.7598,0.6768,0.6768
2.5724,96.7598,0.7026,0.7026
2.6437,96.8312,0.6730,0.6730
2.7151,96.8312,0.7026,0.7026
2.7864,96.8312,0.6730,0.6730
2.8577,96.9025,0.7026,0.7026
2.9291,96.9025,0.6730,0.6730
3.0004,96.9738,0.7026,0.7026
3.0718,96.9738,0.6730,0.6730
3.1431,97.0452,0.7026,0.7026
3.2144,97.1165,0.7062,0.7062
3.2858,97.1879,0.7026,0.7026
3.3571,97.1879,0.7026,0.7026
3.4285,97.2592,0.7062,0.7062
3.4998,97.3305,0.7062,0.7062
3.5711,97.4019,0.7062,0.7062
3.6425,97.4732,0.7062,0.7062
3.7138,97.5446,0.7062,0.7062
3.7138,97.6159,0.6730,0.6730
3.7852,97.6872,0.7026,0.7026
3.8565,97.7586,0.7134,0.7134
3.8565,97.8299,0.6730,0.6730
3.9278,97.9013,0.7026,0.7026
3.9992,97.9726,0.7026,0.7026
3.9992,98.0439,0.7026,0.7026
3.9992,98.1153,0.6730,0.6730
4.0705,98.1866,0.7026,0.7026
4.0705,98.2580,0.6768,0.6768
4.0705,98.3293,0.6577,0.6577
4.0705,98.4006,0.6381,0.6381
4.1419,98.4720,0.6768,0.6768
4.1419,98.5433,0.6577,0.6577
4.1419,98.6147,0.6460,0.6460
4.1419,98.6860,0.6421,0.6421
4.1419,98.7573,0.6421,0.6421
4.1419,98.8287,0.6421,0.6421
4.1419,98.9000,0.6421,0.6421
4.1419,98.9714,0.6421,0.6421
4.1419,99.0427,0.6421,0.6421
4.1419,99.1140,0.6460,0.6460
4.1419,99.1854,0.6577,0.6577
4.0705,99.2567,0.6095,0.6095
4.0705,99.3281,0.6381,0.6381
4.0705,99.3994,0.6577,0.6577
4.0705,99.4707,0.6768,0.6768
4.0705,99.5421,0.7026,0.7026
3.9992,99.6134,0.6730,0.6730
3.9992,99.6848,0.7026,0.7026
3.9278,99.7561,0.6730,0.6730
3.8565,99.8274,0.6577,0.6577
3.8565,99.8988,0.7062,0.7062
3.8565,99.9701,0.6730,0.6730
3.7852,100.0415,0.7026,0.7026
3.7138,100.1128,0.7062,0.7062
3.6425,100.1841,0.7026,0.7026
3.5711,100.2555,0.6730,0.6730
3.4998,100.2555,0.7062,0.7062
3.4285,100.3268,0.7062,0.7062
3.3571,100.3268,0.6730,0.6730
3.2858,100.3982,0.7026,0.7026
3.2144,100.4695,0.7026,0.7026
3.1431,100.4695,0.7026,0.7026
3.0718,100.5408,0.7026,0.7026
3.0004,100.5408,0.7026,0.7026
2.9291,100.5408,0.6730,0.6730
2.8577,100.6122,0.7026,0.7026
2.7864,100.6122,0.6768,0.6768
2.7151,100.6122,0.6577,0.6577
2.6437,100.6122,0.6460,0.6460
2.5724,100.6122,0.6381,0.6381
2.5010,100.6835,0.6768,0.6768
2.4297,100.6835,0.6577,0.6577
2.3584,100.6835,0.6460,0.6460
2.2870,100.7549,0.7134,0.7134
2.2157,100.7549,0.7134,0.7134
2.1443,100.7549,0.7134,0.7134
2.0730,100.7549,0.7026,0.7026
2.0017,100.7549,0.6768,0.6768
1.9303,100.7549,0.6577,0.6577
1.8590,100.7549,0.6460,0.6460
1.7876,100.7549,0.6421,0.6421
1.7163,100.7549,0.6421,0.6421
1.6450,100.7549,0.6421,0.6421
1.5736,100.8262,0.7134,0.7134
1.5023,100.7549,0.6421,0.6421
1.4309,100.7549,0.6421,0.6421
1.3596,100.7549,0.6460,0.6460
1.2883,100.7549,0.6577,0.6577
1.2169,100.7549,0.6768,0.6768
1.1456,100.7549,0.7026,0.7026
1.0742,100.7549,0.7134,0.7134
1.0029,100.7549,0.7134,0.7134
0.9316,100.7549,0.7134,0.7134
0.8602,100.7549,0.7134,0.7134
0.7889,100.7549,0.7134,0.7134
0.7175,100.6835,0.6460,0.6460
0.6462,100.6835,0.6577,0.6577
0.5749,100.6835,0.6768,0.6768
0.5035,100.6835,0.7026,0.7026
